Sl#,key,Institute,Branch,Course,Sub Category,State Quota,State,GE_CR,SC_CR,ST_CR,OBC_CR,Year
555,"National Institute of Technology, KurukshetraNKUECE4BTRUEOTHERSTATE","National Institute of Technology, Kurukshetra",Electronics & Communication Engineering,NKUECE4B,TRUE,OTHERSTATE,,,,,362389,2014
556,"National Institute of Technology, KurukshetraNKUITY4BFALSEHOMESTATE","National Institute of Technology, Kurukshetra",Information Technology,NKUITY4B,FALSE,HOMESTATE,,15736,166385,548171,56002,2014
557,"National Institute of Technology, KurukshetraNKUITY4BFALSEOTHERSTATE","National Institute of Technology, Kurukshetra",Information Technology,NKUITY4B,FALSE,OTHERSTATE,,16474,111469,200618,30633,2014
558,"National Institute of Technology, KurukshetraNKUITY4BTRUEHOMESTATE","National Institute of Technology, Kurukshetra",Information Technology,NKUITY4B,TRUE,HOMESTATE,,389658,,,,2014
559,"National Institute of Technology, KurukshetraNKUITY4BTRUEOTHERSTATE","National Institute of Technology, Kurukshetra",Information Technology,NKUITY4B,TRUE,OTHERSTATE,,392230,,,,2014
560,"National Institute of Technology, KurukshetraNKUMEC4BFALSEHOMESTATE","National Institute of Technology, Kurukshetra",Mechanical Engineering,NKUMEC4B,FALSE,HOMESTATE,,14157,107033,712226,30960,2014
561,"National Institute of Technology, KurukshetraNKUMEC4BFALSEOTHERSTATE","National Institute of Technology, Kurukshetra",Mechanical Engineering,NKUMEC4B,FALSE,OTHERSTATE,,11334,73443,109454,17562,2014
562,"National Institute of Technology, KurukshetraNKUMEC4BTRUEHOMESTATE","National Institute of Technology, Kurukshetra",Mechanical Engineering,NKUMEC4B,TRUE,HOMESTATE,,682647,,,,2014
563,"National Institute of Technology, KurukshetraNKUMEC4BTRUEOTHERSTATE","National Institute of Technology, Kurukshetra",Mechanical Engineering,NKUMEC4B,TRUE,OTHERSTATE,,57471,,,303924,2014
564,"National Institute of Technology, KurukshetraNKUPIE4BFALSEHOMESTATE","National Institute of Technology, Kurukshetra",Production & Industrial Engineering,NKUPIE4B,FALSE,HOMESTATE,,41147,370352,763592,85009,2014
565,"National Institute of Technology, KurukshetraNKUPIE4BFALSEOTHERSTATE","National Institute of Technology, Kurukshetra",Production & Industrial Engineering,NKUPIE4B,FALSE,OTHERSTATE,,27776,170723,292137,45340,2014
566,"National Institute of Technology, KurukshetraNKUPIE4BTRUEOTHERSTATE","National Institute of Technology, Kurukshetra",Production & Industrial Engineering,NKUPIE4B,TRUE,OTHERSTATE,,687376,,,,2014
567,"Lovely Professional University, PunjabNLPBOT4BFALSEOTHERSTATE","Lovely Professional University, Punjab",Bio Technology,NLPBOT4B,FALSE,OTHERSTATE,,169067,487528,,,2014
568,"Lovely Professional University, PunjabNLPCIV4BFALSEOTHERSTATE","Lovely Professional University, Punjab",Civil Engineering,NLPCIV4B,FALSE,OTHERSTATE,,328318,719204,856089,,2014
569,"Lovely Professional University, PunjabNLPCSE4BFALSEOTHERSTATE","Lovely Professional University, Punjab",Computer Science & Engineering,NLPCSE4B,FALSE,OTHERSTATE,,295637,823937,525417,,2014
570,"Lovely Professional University, PunjabNLPECE4BFALSEOTHERSTATE","Lovely Professional University, Punjab",Electronics & Communication Engineering,NLPECE4B,FALSE,OTHERSTATE,,316202,736706,708756,,2014
571,"Lovely Professional University, PunjabNLPITY4BFALSEOTHERSTATE","Lovely Professional University, Punjab",Information Technology,NLPITY4B,FALSE,OTHERSTATE,,319938,,653097,,2014
572,"Lovely Professional University, PunjabNLPMEC4BFALSEOTHERSTATE","Lovely Professional University, Punjab",Mechanical Engineering,NLPMEC4B,FALSE,OTHERSTATE,,318005,708509,841415,,2014
573,"Maharishi Markandeshwar Engineering College, Mullana-Ambala, HaryanaNMABOT4BFALSEOTHERSTATE","Maharishi Markandeshwar Engineering College, Mullana-Ambala, Haryana",Bio Technology,NMABOT4B,FALSE,OTHERSTATE,,289887,,,,2014
574,"Maharishi Markandeshwar Engineering College, Mullana-Ambala, HaryanaNMACIV4BFALSEOTHERSTATE","Maharishi Markandeshwar Engineering College, Mullana-Ambala, Haryana",Civil Engineering,NMACIV4B,FALSE,OTHERSTATE,,,762886,769442,,2014
575,"Maharishi Markandeshwar Engineering College, Mullana-Ambala, HaryanaNMACOE4BFALSEOTHERSTATE","Maharishi Markandeshwar Engineering College, Mullana-Ambala, Haryana",Computer Engineering,NMACOE4B,FALSE,OTHERSTATE,,,738558,,,2014
576,"Maharishi Markandeshwar Engineering College, Mullana-Ambala, HaryanaNMACSE4BFALSEOTHERSTATE","Maharishi Markandeshwar Engineering College, Mullana-Ambala, Haryana",Computer Science & Engineering,NMACSE4B,FALSE,OTHERSTATE,,266952,,,,2014
577,"Maharishi Markandeshwar Engineering College, Mullana-Ambala, HaryanaNMAELE4BFALSEOTHERSTATE","Maharishi Markandeshwar Engineering College, Mullana-Ambala, Haryana",Electrical Engineering,NMAELE4B,FALSE,OTHERSTATE,,240436,,,,2014
578,"Maharishi Markandeshwar Engineering College, Mullana-Ambala, HaryanaNMAMEC4BFALSEOTHERSTATE","Maharishi Markandeshwar Engineering College, Mullana-Ambala, Haryana",Mechanical Engineering,NMAMEC4B,FALSE,OTHERSTATE,,332875,600860,556117,,2014
579,"Maharishi Markandeshwar Engineering College, Mullana-Ambala, HaryanaNMAMCT4BFALSEOTHERSTATE","Maharishi Markandeshwar Engineering College, Mullana-Ambala, Haryana",Mechatronics,NMAMCT4B,FALSE,OTHERSTATE,,194452,,,,2014
580,"National Institute of Technology, MeghalayaNMGCIV4BFALSEHOMESTATE","National Institute of Technology, Meghalaya",Civil Engineering,NMGCIV4B,FALSE,HOMESTATE,,151765,335112,345873,,2014
581,"National Institute of Technology, MeghalayaNMGCIV4BFALSEOTHERSTATE","National Institute of Technology, Meghalaya",Civil Engineering,NMGCIV4B,FALSE,OTHERSTATE,,69813,182599,197258,102403,2014
582,"National Institute of Technology, MeghalayaNMGCSE4BFALSEHOMESTATE","National Institute of Technology, Meghalaya",Computer Science & Engineering,NMGCSE4B,FALSE,HOMESTATE,,66882,213804,733195,,2014
583,"National Institute of Technology, MeghalayaNMGCSE4BFALSEOTHERSTATE","National Institute of Technology, Meghalaya",Computer Science & Engineering,NMGCSE4B,FALSE,OTHERSTATE,,66168,221936,295710,105849,2014
584,"National Institute of Technology, MeghalayaNMGEEE4BFALSEHOMESTATE","National Institute of Technology, Meghalaya",Electrical & Electronics Engineering,NMGEEE4B,FALSE,HOMESTATE,,127147,273979,852930,,2014
585,"National Institute of Technology, MeghalayaNMGEEE4BFALSEOTHERSTATE","National Institute of Technology, Meghalaya",Electrical & Electronics Engineering,NMGEEE4B,FALSE,OTHERSTATE,,58776,222594,226705,97895,2014
586,"National Institute of Technology, MeghalayaNMGECE4BFALSEHOMESTATE","National Institute of Technology, Meghalaya",Electronics & Communication Engineering,NMGECE4B,FALSE,HOMESTATE,,128928,,791828,,2014
587,"National Institute of Technology, MeghalayaNMGECE4BFALSEOTHERSTATE","National Institute of Technology, Meghalaya",Electronics & Communication Engineering,NMGECE4B,FALSE,OTHERSTATE,,59561,216774,280822,105942,2014
588,"National Institute of Technology, MeghalayaNMGECE4BTRUEOTHERSTATE","National Institute of Technology, Meghalaya",Electronics & Communication Engineering,NMGECE4B,TRUE,OTHERSTATE,,536796,,,,2014
589,"National Institute of Technology, MeghalayaNMGMEC4BFALSEHOMESTATE","National Institute of Technology, Meghalaya",Mechanical Engineering,NMGMEC4B,FALSE,HOMESTATE,,130531,356844,789415,,2014
590,"National Institute of Technology, MeghalayaNMGMEC4BFALSEOTHERSTATE","National Institute of Technology, Meghalaya",Mechanical Engineering,NMGMEC4B,FALSE,OTHERSTATE,,59111,151863,188146,85450,2014
591,"Mahatma Jyoti Rao Phoole University, JaipurNMJARC5AFALSEHOMESTATE","Mahatma Jyoti Rao Phoole University, Jaipur",Architecture,NMJARC5A,FALSE,HOMESTATE,,158168,,,,2014
592,"Mahatma Jyoti Rao Phoole University, JaipurNMJARC5AFALSEOTHERSTATE","Mahatma Jyoti Rao Phoole University, Jaipur",Architecture,NMJARC5A,FALSE,OTHERSTATE,,68052,120734,170835,125143,2014
593,"Mahatma Jyoti Rao Phoole University, JaipurNMJBTE4BFALSEOTHERSTATE","Mahatma Jyoti Rao Phoole University, Jaipur",Biotechnology Engineering,NMJBTE4B,FALSE,OTHERSTATE,,179439,463914,,,2014
594,"Mahatma Jyoti Rao Phoole University, JaipurNMJCIV4BFALSEOTHERSTATE","Mahatma Jyoti Rao Phoole University, Jaipur",Civil Engineering,NMJCIV4B,FALSE,OTHERSTATE,,321957,664595,571931,,2014
595,"Mahatma Jyoti Rao Phoole University, JaipurNMJCSE4BFALSEOTHERSTATE","Mahatma Jyoti Rao Phoole University, Jaipur",Computer Science & Engg,NMJCSE4B,FALSE,OTHERSTATE,,131025,,,,2014
596,"Mahatma Jyoti Rao Phoole University, JaipurNMJELE4BFALSEOTHERSTATE","Mahatma Jyoti Rao Phoole University, Jaipur",Electrical Engineering,NMJELE4B,FALSE,OTHERSTATE,,246935,369327,,,2014
597,"Mahatma Jyoti Rao Phoole University, JaipurNMJECE4BFALSEOTHERSTATE","Mahatma Jyoti Rao Phoole University, Jaipur",Electronics & Communication Engg,NMJECE4B,FALSE,OTHERSTATE,,330556,,616939,,2014
598,"Mahatma Jyoti Rao Phoole University, JaipurNMJMEC4BFALSEOTHERSTATE","Mahatma Jyoti Rao Phoole University, Jaipur",Mechanical Engg.,NMJMEC4B,FALSE,OTHERSTATE,,299726,667113,,,2014
599,"National Institute of Technology, ManipurNMRCIV4BFALSEHOMESTATE","National Institute of Technology, Manipur",Civil Engineering,NMRCIV4B,FALSE,HOMESTATE,,239080,330447,277335,339001,2014
600,"National Institute of Technology, ManipurNMRCIV4BFALSEOTHERSTATE","National Institute of Technology, Manipur",Civil Engineering,NMRCIV4B,FALSE,OTHERSTATE,,69406,186035,181131,90686,2014
601,"National Institute of Technology, ManipurNMRCSE4BFALSEHOMESTATE","National Institute of Technology, Manipur",Computer Science & Engineering,NMRCSE4B,FALSE,HOMESTATE,,339529,747222,676505,368256,2014
602,"National Institute of Technology, ManipurNMRCSE4BFALSEOTHERSTATE","National Institute of Technology, Manipur",Computer Science & Engineering,NMRCSE4B,FALSE,OTHERSTATE,,56750,201281,199852,93650,2014
603,"National Institute of Technology, ManipurNMRCSE4BTRUEOTHERSTATE","National Institute of Technology, Manipur",Computer Science & Engineering,NMRCSE4B,TRUE,OTHERSTATE,,435878,,,,2014
604,"National Institute of Technology, ManipurNMREEE4BFALSEHOMESTATE","National Institute of Technology, Manipur",Electrical & Electronics Engineering,NMREEE4B,FALSE,HOMESTATE,,343493,625015,428618,,2014
605,"National Institute of Technology, ManipurNMREEE4BFALSEOTHERSTATE","National Institute of Technology, Manipur",Electrical & Electronics Engineering,NMREEE4B,FALSE,OTHERSTATE,,65536,172857,196255,95868,2014
606,"National Institute of Technology, ManipurNMRECE4BFALSEHOMESTATE","National Institute of Technology, Manipur",Electronics & Communication Engineering,NMRECE4B,FALSE,HOMESTATE,,176327,706507,391924,,2014
607,"National Institute of Technology, ManipurNMRECE4BFALSEOTHERSTATE","National Institute of Technology, Manipur",Electronics & Communication Engineering,NMRECE4B,FALSE,OTHERSTATE,,55556,213642,293705,95914,2014
608,"National Institute of Technology, ManipurNMRECE4BTRUEOTHERSTATE","National Institute of Technology, Manipur",Electronics & Communication Engineering,NMRECE4B,TRUE,OTHERSTATE,,,,,742011,2014
609,"National Institute of Technology, ManipurNMRMEC4BFALSEHOMESTATE","National Institute of Technology, Manipur",Mechanical Engineering,NMRMEC4B,FALSE,HOMESTATE,,339128,679821,645016,377487,2014
610,"National Institute of Technology, ManipurNMRMEC4BFALSEOTHERSTATE","National Institute of Technology, Manipur",Mechanical Engineering,NMRMEC4B,FALSE,OTHERSTATE,,47736,154145,221431,78859,2014
611,"Maharishi Markandeshwar University, SolanNMSCIV4BFALSEOTHERSTATE","Maharishi Markandeshwar University, Solan",Civil Engineering,NMSCIV4B,FALSE,OTHERSTATE,,340334,,,,2014
612,"Maharishi Markandeshwar University, SolanNMSECE4BFALSEOTHERSTATE","Maharishi Markandeshwar University, Solan",Electronics & Communication Engg.,NMSECE4B,FALSE,OTHERSTATE,,176489,,,,2014
613,"Mewar University, RajasthanNMWAUT4BFALSEOTHERSTATE","Mewar University, Rajasthan",Automobile Engineering,NMWAUT4B,FALSE,OTHERSTATE,,331669,776778,,,2014
614,"Mewar University, RajasthanNMWCHE4BFALSEOTHERSTATE","Mewar University, Rajasthan",Chemical Engineering \ Technology,NMWCHE4B,FALSE,OTHERSTATE,,,672932,,,2014
615,"Mewar University, RajasthanNMWCIV4BFALSEOTHERSTATE","Mewar University, Rajasthan",Civil Engineering,NMWCIV4B,FALSE,OTHERSTATE,,293206,682493,546102,,2014
616,"Mewar University, RajasthanNMWCIV4BFALSEHOMESTATE","Mewar University, Rajasthan",Civil Engineering,NMWCIV4B,FALSE,HOMESTATE,,,,608858,,2014
617,"Mewar University, RajasthanNMWCSE4BFALSEOTHERSTATE","Mewar University, Rajasthan",Computer Science & Engineering,NMWCSE4B,FALSE,OTHERSTATE,,300823,,,,2014
618,"Mewar University, RajasthanNMWELE4BTRUEOTHERSTATE","Mewar University, Rajasthan",Electrical Engineering,NMWELE4B,TRUE,OTHERSTATE,,597069,,,,2014
619,"Mewar University, RajasthanNMWECE4BFALSEOTHERSTATE","Mewar University, Rajasthan",Electronics & Communication Engineering,NMWECE4B,FALSE,OTHERSTATE,,244838,622428,426523,,2014
620,"Mewar University, RajasthanNMWMEC4BFALSEOTHERSTATE","Mewar University, Rajasthan",Mechanical Engineering,NMWMEC4B,FALSE,OTHERSTATE,,281268,754564,561993,,2014
621,"National Institute of Technology, MizoramNMZCSE4BFALSEHOMESTATE","National Institute of Technology, Mizoram",Computer Science & Engineering,NMZCSE4B,FALSE,HOMESTATE,,201710,823768,780732,,2014
622,"National Institute of Technology, MizoramNMZCSE4BFALSEOTHERSTATE","National Institute of Technology, Mizoram",Computer Science & Engineering,NMZCSE4B,FALSE,OTHERSTATE,,70325,213184,271679,98009,2014
623,"National Institute of Technology, MizoramNMZEEE4BFALSEOTHERSTATE","National Institute of Technology, Mizoram",Electrical & Electronics Engineering,NMZEEE4B,FALSE,OTHERSTATE,,74522,225838,221742,99156,2014
624,"National Institute of Technology, MizoramNMZEEE4BFALSEHOMESTATE","National Institute of Technology, Mizoram",Electrical & Electronics Engineering,NMZEEE4B,FALSE,HOMESTATE,,,629758,827806,,2014
625,"National Institute of Technology, MizoramNMZECE4BFALSEHOMESTATE","National Institute of Technology, Mizoram",Electronics & Communication Engineering,NMZECE4B,FALSE,HOMESTATE,,193839,612092,434106,,2014
626,"National Institute of Technology, MizoramNMZECE4BFALSEOTHERSTATE","National Institute of Technology, Mizoram",Electronics & Communication Engineering,NMZECE4B,FALSE,OTHERSTATE,,74351,226343,304304,99096,2014
627,"National Institute of Technology, MizoramNMZMEC4BFALSEHOMESTATE","National Institute of Technology, Mizoram",Mechanical Engineering,NMZMEC4B,FALSE,HOMESTATE,,180864,,502675,,2014
628,"National Institute of Technology, MizoramNMZMEC4BFALSEOTHERSTATE","National Institute of Technology, Mizoram",Mechanical Engineering,NMZMEC4B,FALSE,OTHERSTATE,,47089,181028,164610,81552,2014
629,"Visvesvaraya National Institute of Technology, NagpurNNAARC5AFALSEHOMESTATE","Visvesvaraya National Institute of Technology, Nagpur",Architecture,NNAARC5A,FALSE,HOMESTATE,,4346,16807,24104,8195,2014
630,"Visvesvaraya National Institute of Technology, NagpurNNAARC5AFALSEOTHERSTATE","Visvesvaraya National Institute of Technology, Nagpur",Architecture,NNAARC5A,FALSE,OTHERSTATE,,5121,25165,48041,11801,2014
631,"Visvesvaraya National Institute of Technology, NagpurNNAARC5ATRUEOTHERSTATE","Visvesvaraya National Institute of Technology, Nagpur",Architecture,NNAARC5A,TRUE,OTHERSTATE,,67749,,,,2014
632,"Visvesvaraya National Institute of Technology, NagpurNNACHE4BFALSEHOMESTATE","Visvesvaraya National Institute of Technology, Nagpur",Chemical Engineering \ Technology,NNACHE4B,FALSE,HOMESTATE,,23205,117505,286788,37960,2014
633,"Visvesvaraya National Institute of Technology, NagpurNNACHE4BFALSEOTHERSTATE","Visvesvaraya National Institute of Technology, Nagpur",Chemical Engineering \ Technology,NNACHE4B,FALSE,OTHERSTATE,,18157,109734,160528,31117,2014
634,"Visvesvaraya National Institute of Technology, NagpurNNACHE4BTRUEOTHERSTATE","Visvesvaraya National Institute of Technology, Nagpur",Chemical Engineering \ Technology,NNACHE4B,TRUE,OTHERSTATE,,232787,,,607885,2014
635,"Visvesvaraya National Institute of Technology, NagpurNNACIV4BFALSEHOMESTATE","Visvesvaraya National Institute of Technology, Nagpur",Civil Engineering,NNACIV4B,FALSE,HOMESTATE,,18531,95838,274103,33398,2014
636,"Visvesvaraya National Institute of Technology, NagpurNNACIV4BFALSEOTHERSTATE","Visvesvaraya National Institute of Technology, Nagpur",Civil Engineering,NNACIV4B,FALSE,OTHERSTATE,,14748,82285,104492,21206,2014
637,"Visvesvaraya National Institute of Technology, NagpurNNACIV4BTRUEHOMESTATE","Visvesvaraya National Institute of Technology, Nagpur",Civil Engineering,NNACIV4B,TRUE,HOMESTATE,,490641,,,,2014
638,"Visvesvaraya National Institute of Technology, NagpurNNACSE4BFALSEHOMESTATE","Visvesvaraya National Institute of Technology, Nagpur",Computer Science & Engineering,NNACSE4B,FALSE,HOMESTATE,,7746,58722,206282,19511,2014
639,"Visvesvaraya National Institute of Technology, NagpurNNACSE4BFALSEOTHERSTATE","Visvesvaraya National Institute of Technology, Nagpur",Computer Science & Engineering,NNACSE4B,FALSE,OTHERSTATE,,6478,63653,113206,15536,2014
640,"Visvesvaraya National Institute of Technology, NagpurNNACSE4BTRUEHOMESTATE","Visvesvaraya National Institute of Technology, Nagpur",Computer Science & Engineering,NNACSE4B,TRUE,HOMESTATE,,305352,,,,2014
641,"Visvesvaraya National Institute of Technology, NagpurNNACSE4BTRUEOTHERSTATE","Visvesvaraya National Institute of Technology, Nagpur",Computer Science & Engineering,NNACSE4B,TRUE,OTHERSTATE,,98933,609490,,,2014
642,"Visvesvaraya National Institute of Technology, NagpurNNAEEE4BFALSEHOMESTATE","Visvesvaraya National Institute of Technology, Nagpur",Electrical & Electronics Engineering,NNAEEE4B,FALSE,HOMESTATE,,13557,72873,262752,23823,2014
643,"Visvesvaraya National Institute of Technology, NagpurNNAEEE4BFALSEOTHERSTATE","Visvesvaraya National Institute of Technology, Nagpur",Electrical & Electronics Engineering,NNAEEE4B,FALSE,OTHERSTATE,,8714,77419,102252,17530,2014
644,"Visvesvaraya National Institute of Technology, NagpurNNAEEE4BTRUEOTHERSTATE","Visvesvaraya National Institute of Technology, Nagpur",Electrical & Electronics Engineering,NNAEEE4B,TRUE,OTHERSTATE,,127792,,,341554,2014
645,"Visvesvaraya National Institute of Technology, NagpurNNAECE4BFALSEHOMESTATE","Visvesvaraya National Institute of Technology, Nagpur",Electronics & Communication Engineering,NNAECE4B,FALSE,HOMESTATE,,11255,79807,281051,24034,2014
646,"Visvesvaraya National Institute of Technology, NagpurNNAECE4BFALSEOTHERSTATE","Visvesvaraya National Institute of Technology, Nagpur",Electronics & Communication Engineering,NNAECE4B,FALSE,OTHERSTATE,,7459,72764,105691,14777,2014
647,"Visvesvaraya National Institute of Technology, NagpurNNAECE4BTRUEOTHERSTATE","Visvesvaraya National Institute of Technology, Nagpur",Electronics & Communication Engineering,NNAECE4B,TRUE,OTHERSTATE,,151279,,,327878,2014
648,"Visvesvaraya National Institute of Technology, NagpurNNAECE4BTRUEHOMESTATE","Visvesvaraya National Institute of Technology, Nagpur",Electronics & Communication Engineering,NNAECE4B,TRUE,HOMESTATE,,,668726,,,2014
649,"Visvesvaraya National Institute of Technology, NagpurNNAMEC4BFALSEHOMESTATE","Visvesvaraya National Institute of Technology, Nagpur",Mechanical Engineering,NNAMEC4B,FALSE,HOMESTATE,,8573,44566,122622,15182,2014
650,"Visvesvaraya National Institute of Technology, NagpurNNAMEC4BFALSEOTHERSTATE","Visvesvaraya National Institute of Technology, Nagpur",Mechanical Engineering,NNAMEC4B,FALSE,OTHERSTATE,,8222,65677,103553,16188,2014
651,"Visvesvaraya National Institute of Technology, NagpurNNAMEC4BTRUEHOMESTATE","Visvesvaraya National Institute of Technology, Nagpur",Mechanical Engineering,NNAMEC4B,TRUE,HOMESTATE,,60920,,713875,,2014
652,"Visvesvaraya National Institute of Technology, NagpurNNAMEC4BTRUEOTHERSTATE","Visvesvaraya National Institute of Technology, Nagpur",Mechanical Engineering,NNAMEC4B,TRUE,OTHERSTATE,,115127,,,,2014
653,"Visvesvaraya National Institute of Technology, NagpurNNAMLE4BFALSEHOMESTATE","Visvesvaraya National Institute of Technology, Nagpur",Metallurgical and Materials Engineering,NNAMLE4B,FALSE,HOMESTATE,,28504,131635,363064,53405,2014
654,"Visvesvaraya National Institute of Technology, NagpurNNAMLE4BFALSEOTHERSTATE","Visvesvaraya National Institute of Technology, Nagpur",Metallurgical and Materials Engineering,NNAMLE4B,FALSE,OTHERSTATE,,28917,128291,172550,36773,2014
655,"Visvesvaraya National Institute of Technology, NagpurNNAMLE4BTRUEHOMESTATE","Visvesvaraya National Institute of Technology, Nagpur",Metallurgical and Materials Engineering,NNAMLE4B,TRUE,HOMESTATE,,583798,,,,2014
656,"Visvesvaraya National Institute of Technology, NagpurNNAMIN4BFALSEHOMESTATE","Visvesvaraya National Institute of Technology, Nagpur",Mining Engineering,NNAMIN4B,FALSE,HOMESTATE,,41658,136915,424626,63021,2014
657,"Visvesvaraya National Institute of Technology, NagpurNNAMIN4BFALSEOTHERSTATE","Visvesvaraya National Institute of Technology, Nagpur",Mining Engineering,NNAMIN4B,FALSE,OTHERSTATE,,22740,103352,103167,38808,2014
658,"National Institute of Technology, NagalandNNGCSE4BFALSEOTHERSTATE","National Institute of Technology, Nagaland",Computer Science & Engineering,NNGCSE4B,FALSE,OTHERSTATE,,73972,243046,293325,105878,2014
659,"National Institute of Technology, NagalandNNGCSE4BTRUEOTHERSTATE","National Institute of Technology, Nagaland",Computer Science & Engineering,NNGCSE4B,TRUE,OTHERSTATE,,,,,717019,2014
660,"National Institute of Technology, NagalandNNGCSE4BFALSEHOMESTATE","National Institute of Technology, Nagaland",Computer Science & Engineering,NNGCSE4B,FALSE,HOMESTATE,,,,734535,,2014
661,"National Institute of Technology, NagalandNNGEEE4BFALSEOTHERSTATE","National Institute of Technology, Nagaland",Electrical & Electronics Engineering,NNGEEE4B,FALSE,OTHERSTATE,,78930,232609,275221,108354,2014
662,"National Institute of Technology, NagalandNNGEEE4BFALSEHOMESTATE","National Institute of Technology, Nagaland",Electrical & Electronics Engineering,NNGEEE4B,FALSE,HOMESTATE,,,,673020,147789,2014
663,"National Institute of Technology, NagalandNNGECE4BFALSEOTHERSTATE","National Institute of Technology, Nagaland",Electronics & Communication Engineering,NNGECE4B,FALSE,OTHERSTATE,,80153,245846,223660,115887,2014
664,"National Institute of Technology, NagalandNNGECE4BFALSEHOMESTATE","National Institute of Technology, Nagaland",Electronics & Communication Engineering,NNGECE4B,FALSE,HOMESTATE,,,,713995,,2014
665,"National Institute of Technology, PatnaNPAARC5AFALSEHOMESTATE","National Institute of Technology, Patna",Architecture,NPAARC5A,FALSE,HOMESTATE,,12743,53788,87749,23103,2014
666,"National Institute of Technology, PatnaNPAARC5AFALSEOTHERSTATE","National Institute of Technology, Patna",Architecture,NPAARC5A,FALSE,OTHERSTATE,,9997,36972,44593,21285,2014
667,"National Institute of Technology, PatnaNPACIV4BFALSEHOMESTATE","National Institute of Technology, Patna",Civil Engineering,NPACIV4B,FALSE,HOMESTATE,,29480,105278,207661,33121,2014
668,"National Institute of Technology, PatnaNPACIV4BFALSEOTHERSTATE","National Institute of Technology, Patna",Civil Engineering,NPACIV4B,FALSE,OTHERSTATE,,32048,112830,144262,44232,2014
669,"National Institute of Technology, PatnaNPACIV4BTRUEHOMESTATE","National Institute of Technology, Patna",Civil Engineering,NPACIV4B,TRUE,HOMESTATE,,48331,,,240928,2014
670,"National Institute of Technology, PatnaNPACSE4BFALSEHOMESTATE","National Institute of Technology, Patna",Computer Science & Engineering,NPACSE4B,FALSE,HOMESTATE,,27790,124057,249956,34267,2014
671,"National Institute of Technology, PatnaNPACSE4BFALSEOTHERSTATE","National Institute of Technology, Patna",Computer Science & Engineering,NPACSE4B,FALSE,OTHERSTATE,,21471,129970,217205,35101,2014
672,"National Institute of Technology, PatnaNPACSE4BTRUEHOMESTATE","National Institute of Technology, Patna",Computer Science & Engineering,NPACSE4B,TRUE,HOMESTATE,,128359,,,,2014
673,"National Institute of Technology, PatnaNPACSE4BTRUEOTHERSTATE","National Institute of Technology, Patna",Computer Science & Engineering,NPACSE4B,TRUE,OTHERSTATE,,262931,,,,2014
674,"National Institute of Technology, PatnaNPAELE4BFALSEHOMESTATE","National Institute of Technology, Patna",Electrical Engineering,NPAELE4B,FALSE,HOMESTATE,,28849,114814,227765,34092,2014
675,"National Institute of Technology, PatnaNPAELE4BFALSEOTHERSTATE","National Institute of Technology, Patna",Electrical Engineering,NPAELE4B,FALSE,OTHERSTATE,,29269,128242,161499,37361,2014
676,"National Institute of Technology, PatnaNPAELE4BTRUEHOMESTATE","National Institute of Technology, Patna",Electrical Engineering,NPAELE4B,TRUE,HOMESTATE,,62000,,,204997,2014
677,"National Institute of Technology, PatnaNPAECE4BFALSEHOMESTATE","National Institute of Technology, Patna",Electronics & Communication Engineering,NPAECE4B,FALSE,HOMESTATE,,29581,130552,249752,34934,2014
678,"National Institute of Technology, PatnaNPAECE4BFALSEOTHERSTATE","National Institute of Technology, Patna",Electronics & Communication Engineering,NPAECE4B,FALSE,OTHERSTATE,,28907,134725,169422,37975,2014
679,"National Institute of Technology, PatnaNPAECE4BTRUEOTHERSTATE","National Institute of Technology, Patna",Electronics & Communication Engineering,NPAECE4B,TRUE,OTHERSTATE,,517223,,,,2014
680,"National Institute of Technology, PatnaNPAECE4BTRUEHOMESTATE","National Institute of Technology, Patna",Electronics & Communication Engineering,NPAECE4B,TRUE,HOMESTATE,,,,,421037,2014
681,"National Institute of Technology, PatnaNPAITY4BFALSEHOMESTATE","National Institute of Technology, Patna",Information Technology,NPAITY4B,FALSE,HOMESTATE,,36636,167637,410579,44780,2014
682,"National Institute of Technology, PatnaNPAITY4BFALSEOTHERSTATE","National Institute of Technology, Patna",Information Technology,NPAITY4B,FALSE,OTHERSTATE,,36424,154024,263176,49983,2014
683,"National Institute of Technology, PatnaNPAITY4BTRUEOTHERSTATE","National Institute of Technology, Patna",Information Technology,NPAITY4B,TRUE,OTHERSTATE,,446801,,,,2014
684,"National Institute of Technology, PatnaNPAMEC4BFALSEHOMESTATE","National Institute of Technology, Patna",Mechanical Engineering,NPAMEC4B,FALSE,HOMESTATE,,22097,97981,209354,31086,2014
685,"National Institute of Technology, PatnaNPAMEC4BFALSEOTHERSTATE","National Institute of Technology, Patna",Mechanical Engineering,NPAMEC4B,FALSE,OTHERSTATE,,22442,105994,137194,30824,2014
686,"National Institute of Technology, PatnaNPAMEC4BTRUEHOMESTATE","National Institute of Technology, Patna",Mechanical Engineering,NPAMEC4B,TRUE,HOMESTATE,,167534,,,,2014
687,"National Institute of Technology, PatnaNPAMEC4BTRUEOTHERSTATE","National Institute of Technology, Patna",Mechanical Engineering,NPAMEC4B,TRUE,OTHERSTATE,,,,,122360,2014
688,"National Institute of Technology, PuducherryNPYCSE4BFALSEHOMESTATE","National Institute of Technology, Puducherry",Computer Science & Engineering,NPYCSE4B,FALSE,HOMESTATE,,262433,401654,,337804,2014
